Player,Pos,Age,Team,G,MP,PER,OWS,DWS,WS,BPM,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,Year,Allstar,Years_In_NBA,PR
Lindsey Hunter,PG,35,DET,30,353,10.5,0.0,0.5,0.5,-1.7,0.0,1.2,3.3,0.4,1.4,0.9,1.9,0.1,0.1,0.3,1.0,1.3,2.1,0.6,0.0,2006,0,13,-12.825747999999999
Linton Johnson,SF,25,TOT,36,524,10.1,-0.2,0.6,0.4,-3.7,-0.2,1.7,4.1,0.4,1.0,1.3,3.1,0.5,0.8,1.1,2.3,3.4,0.4,0.3,0.3,2006,0,3,-10.240088
Lonny Baxter,C-PF,27,TOT,41,400,11.9,0.1,0.6,0.7,-5.9,-0.4,1.1,2.5,0.0,0.0,1.1,2.5,0.7,0.9,1.1,1.8,2.9,0.1,0.3,0.2,2006,0,4,-13.044452
Loren Woods,C,27,TOR,27,324,12.3,0.1,0.3,0.4,-2.9,-0.1,1.0,2.2,0.0,0.0,1.0,2.1,0.2,0.5,1.6,2.4,4.1,0.1,0.3,0.9,2006,0,5,-11.033306
Lorenzen Wright,C,30,MEM,78,1689,12.2,0.8,3.0,3.7,-1.3,0.3,2.5,5.2,0.0,0.0,2.5,5.2,0.8,1.5,1.8,3.2,5.1,0.6,0.7,0.6,2006,0,10,1.81316524
Lou Williams,PG,19,PHI,30,145,9.0,-0.2,0.1,-0.1,-8.1,-0.2,0.8,1.7,0.1,0.3,0.7,1.4,0.3,0.4,0.1,0.5,0.6,0.3,0.2,0.0,2006,0,1,-19.717495
Luke Jackson,SF,24,CLE,36,315,7.9,-0.3,0.3,0.0,-4.2,-0.2,0.8,2.4,0.3,1.0,0.5,1.4,0.7,0.9,0.4,0.7,1.1,0.7,0.3,0.1,2006,0,2,-15.841401999999999
Luke Ridnour,PG,24,SEA,79,2625,16.0,4.4,0.0,4.4,-0.5,1.0,4.2,10.1,0.5,1.9,3.7,8.2,2.5,2.9,0.6,2.4,3.0,7.0,1.6,0.3,2006,0,3,12.532174099999999
Luke Schenscher,C,23,CHI,20,149,9.3,0.1,0.2,0.3,-2.4,0.0,0.8,1.3,0.0,0.0,0.8,1.3,0.2,0.7,0.4,1.1,1.5,0.4,0.1,0.2,2006,0,1,-17.392125
Luke Walton,SF,25,LAL,69,1333,11.6,0.6,1.3,2.0,-1.3,0.2,2.0,4.8,0.3,0.8,1.7,4.0,0.8,1.1,1.3,2.3,3.6,2.3,0.6,0.2,2006,0,3,-3.0345865
Luol Deng,SF,20,CHI,78,2604,15.8,2.7,3.8,6.5,0.9,1.9,5.7,12.2,0.3,1.0,5.4,11.2,2.7,3.5,1.6,5.0,6.6,1.9,0.9,0.6,2006,0,2,18.795445899999997
Luther Head,SG,23,HOU,80,2310,11.2,0.5,2.9,3.5,0.2,1.3,3.2,7.9,1.4,3.9,1.8,4.0,1.1,1.5,0.4,2.9,3.3,2.7,1.1,0.1,2006,0,1,6.55364136
Maciej Lampe,C,20,TOT,6,28,-4.4,-0.2,0.0,-0.2,-20.6,-0.1,0.3,1.8,0.0,0.0,0.3,1.8,0.0,0.3,0.7,0.8,1.5,0.3,0.0,0.0,2006,0,3,-25.723414000000002
Malik Allen,PF,27,CHI,54,701,11.5,0.0,1.0,1.0,-3.9,-0.3,2.2,4.6,0.0,0.0,2.2,4.6,0.4,0.7,0.8,1.8,2.6,0.4,0.3,0.3,2006,0,5,-9.857646800000001
Malik Rose,PF,31,NYK,72,1119,10.2,-0.3,0.8,0.5,-2.7,-0.2,1.5,3.9,0.0,0.0,1.4,3.9,1.5,1.9,1.2,2.4,3.6,0.9,0.6,0.2,2006,0,10,-6.7106977
Manu Ginobili,SG,28,SAS,65,1813,22.4,5.1,3.7,8.8,6.0,3.7,4.8,10.3,1.3,3.3,3.5,7.0,4.3,5.5,0.6,2.9,3.5,3.6,1.6,0.4,2006,0,4,23.0642013
Marc Jackson,C,31,TOT,64,1027,12.5,0.3,0.9,1.2,-4.4,-0.6,2.7,5.8,0.0,0.0,2.7,5.7,1.0,1.3,1.3,2.0,3.4,0.7,0.2,0.1,2006,0,6,-6.837644999999999
Marcus Banks,PG,24,TOT,58,1497,13.6,0.9,1.4,2.3,-1.6,0.1,3.8,8.1,0.4,1.1,3.4,7.0,2.0,2.5,0.4,1.9,2.3,3.8,0.9,0.2,2006,0,3,1.65995887
Marcus Camby,C,31,DEN,56,1857,19.9,1.0,4.5,5.5,3.8,2.7,5.4,11.6,0.0,0.2,5.4,11.4,2.0,2.8,2.4,9.6,11.9,2.1,1.4,3.3,2006,0,10,28.849512800000003
Marcus Fizer,PF,27,NOK,3,39,14.1,0.0,0.0,0.0,-7.4,-0.1,3.0,5.7,0.3,0.3,2.7,5.3,0.3,0.7,0.3,2.0,2.3,0.3,0.0,0.0,2006,0,6,-14.257075
Mario Kasun,C,25,ORL,28,213,8.9,0.1,0.2,0.3,-7.8,-0.3,1.1,2.5,0.0,0.0,1.1,2.5,0.6,0.8,0.9,1.3,2.1,0.1,0.1,0.1,2006,0,2,-16.650617999999998
Mark Blount,C,30,TOT,81,2240,12.1,-0.5,2.3,1.7,-3.6,-0.9,4.6,9.1,0.0,0.0,4.6,9.1,2.1,2.7,1.2,3.3,4.5,1.2,0.5,0.9,2006,0,6,4.22057827
Mark Madsen,C,30,MIN,62,676,5.3,-0.3,0.9,0.6,-3.4,-0.2,0.4,1.1,0.0,0.1,0.4,1.0,0.3,0.8,0.8,1.5,2.3,0.2,0.4,0.3,2006,0,6,-14.152635
Marko Jaric,PG,27,MIN,75,2102,11.7,-0.3,2.6,2.3,-0.3,0.9,3.0,7.5,0.5,1.8,2.5,5.8,1.3,1.8,0.8,2.3,3.1,3.9,1.4,0.3,2006,0,4,4.9124647
Marquis Daniels,SG,25,DAL,62,1766,14.9,2.4,1.7,4.2,1.4,1.5,4.0,8.3,0.1,0.3,3.9,8.0,2.2,3.0,1.3,2.3,3.6,2.8,1.1,0.2,2006,0,3,7.13327724
Martell Webster,SF,19,POR,61,1070,11.6,0.8,0.1,0.9,-3.2,-0.3,2.3,5.7,1.1,3.0,1.2,2.7,1.0,1.2,0.5,1.7,2.1,0.6,0.3,0.2,2006,0,1,-6.5930868
Martynas Andriuskevicius,C,19,CLE,6,9,15.5,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.5,0.7,0.0,0.3,0.0,2006,0,1,-19.689844
Marvin Williams,PF,19,ATL,79,1952,12.2,2.1,0.7,2.8,-3.7,-0.8,3.0,6.7,0.2,0.7,2.8,6.1,2.4,3.2,1.5,3.3,4.8,0.8,0.6,0.3,2006,0,1,1.76374923
Mateen Cleaves,PG,28,SEA,27,230,9.1,0.1,-0.1,0.0,-8.1,-0.4,0.9,2.6,0.1,0.6,0.8,2.0,0.7,0.9,0.1,0.4,0.5,1.6,0.1,0.1,2006,0,6,-18.136201999999997
Matt Barnes,PF-SF,25,TOT,56,631,10.7,0.5,0.4,1.0,-2.8,-0.1,1.3,2.5,0.1,0.3,1.2,2.2,0.6,0.8,0.9,1.3,2.2,0.5,0.4,0.1,2006,0,3,-11.700283
Matt Bonner,PF,25,TOR,78,1710,13.7,3.5,0.5,4.1,0.7,1.2,2.7,6.0,1.3,3.1,1.4,2.9,0.8,1.0,1.1,2.5,3.6,0.7,0.6,0.4,2006,0,2,2.83363656
Matt Carroll,SG,25,CHA,78,1275,13.9,1.6,1.0,2.6,-2.5,-0.2,2.5,6.1,0.9,2.4,1.5,3.7,1.8,2.2,0.4,1.6,2.0,0.4,0.6,0.1,2006,0,3,-2.5343145000000002
Matt Harpring,SF,29,UTA,71,1944,16.3,3.1,1.6,4.7,-0.6,0.7,4.5,9.5,0.2,0.5,4.3,9.0,3.2,4.4,2.2,3.0,5.2,1.4,0.8,0.2,2006,0,8,10.6055038
Matt Walsh,SG,23,MIA,2,3,-2.4,0.0,0.0,0.0,-25.9,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,0,1,-28.709144000000002
Maurice Evans,SG,27,DET,80,1139,14.0,1.8,1.4,3.2,0.6,0.8,1.9,4.3,0.5,1.5,1.4,2.8,0.7,0.8,1.0,1.1,2.0,0.8,0.5,0.2,2006,0,3,-3.5097476000000003
Maurice Taylor,PF,29,NYK,67,1210,8.5,-1.0,0.4,-0.5,-5.4,-1.0,2.7,5.8,0.0,0.0,2.7,5.8,0.9,1.2,1.0,2.4,3.4,0.8,0.3,0.2,2006,0,8,-8.8594701
Mehmet Okur,PF,26,UTA,82,2945,19.0,6.3,3.0,9.3,2.1,3.0,6.3,13.8,1.0,2.9,5.4,10.9,4.3,5.5,2.6,6.5,9.1,2.4,0.5,0.9,2006,0,4,30.5202229
Melvin Ely,PF,27,CHA,57,1348,14.3,0.8,1.2,2.0,-1.4,0.2,3.8,7.5,0.0,0.0,3.8,7.4,2.2,3.4,1.6,3.2,4.9,1.3,0.5,0.8,2006,0,4,3.04599359
Melvin Sanders,SG,25,SAS,16,113,10.5,0.0,0.2,0.2,-4.2,-0.1,1.0,2.1,0.1,0.2,0.9,1.9,0.4,0.6,0.3,1.2,1.4,0.2,0.3,0.0,2006,0,1,-17.279312
Metta World Peace,SF,26,TOT,56,2207,15.2,0.5,3.2,3.7,1.6,2.0,6.3,15.5,1.4,4.5,4.9,11.0,3.7,5.4,1.3,3.8,5.1,3.6,2.2,0.7,2006,0,7,23.9320106
Michael Bradley,PF,26,PHI,46,367,8.4,-0.2,0.3,0.1,-5.4,-0.3,0.7,1.7,0.0,0.1,0.7,1.6,0.0,0.1,0.9,1.5,2.3,0.4,0.1,0.2,2006,0,5,-16.305719
Michael Doleac,C,28,MIA,31,371,9.9,0.1,0.5,0.6,-4.4,-0.2,1.2,2.8,0.0,0.0,1.2,2.8,0.8,1.0,0.7,2.0,2.7,0.3,0.3,0.2,2006,0,8,-13.482273999999999
Michael Finley,SG,32,SAS,77,2038,12.7,2.0,2.9,5.0,-0.4,0.8,3.7,9.0,1.4,3.6,2.3,5.4,1.3,1.5,0.4,2.8,3.2,1.5,0.5,0.1,2006,0,11,5.88243339
Michael Olowokandi,C,30,TOT,48,919,8.3,-1.1,1.4,0.3,-5.2,-0.7,2.2,5.0,0.0,0.0,2.2,5.0,0.5,1.0,1.0,3.5,4.6,0.5,0.5,0.7,2006,0,8,-7.564734599999999
Michael Redd,SG,26,MIL,80,3130,21.2,8.8,2.0,10.8,2.4,3.5,8.5,19.0,2.0,5.2,6.5,13.8,6.3,7.1,1.0,3.3,4.3,2.9,1.2,0.1,2006,0,6,34.95954879999999
Michael Ruffin,C,29,WAS,76,1010,8.1,0.6,1.1,1.7,-0.3,0.4,0.4,1.0,0.0,0.0,0.4,1.0,0.5,1.0,1.6,2.0,3.6,0.4,0.4,0.4,2006,0,6,-8.5648538
Mickael Pietrus,SF,23,GSW,52,1179,10.0,-0.3,0.9,0.6,-3.4,-0.4,3.3,8.0,1.1,3.4,2.2,4.7,1.7,2.8,1.1,2.0,3.1,0.8,0.6,0.2,2006,0,3,-1.6058716
Mike Bibby,PG,27,SAC,82,3167,17.9,6.0,2.4,8.4,1.0,2.4,7.3,16.9,2.3,6.1,4.9,10.8,4.2,4.9,0.4,2.6,2.9,5.4,1.0,0.1,2006,0,8,27.2491007
Mike Dunleavy,SF,25,GSW,81,2578,12.5,1.9,2.3,4.2,-0.3,1.1,4.1,10.1,0.9,3.2,3.2,6.9,2.4,3.1,1.0,4.0,4.9,2.9,0.7,0.4,2006,0,6,11.7005976
Mike James,PG,30,TOR,79,2925,19.8,7.7,-0.1,7.6,1.9,2.9,7.3,15.5,2.1,4.8,5.2,10.7,3.6,4.3,0.6,2.7,3.3,5.8,0.9,0.0,2006,0,5,24.561463399999997
Mike Miller,SG,25,MEM,74,2268,17.2,3.9,3.5,7.4,2.6,2.6,4.8,10.3,1.9,4.6,2.9,5.7,2.3,2.8,0.6,4.8,5.4,2.7,0.7,0.4,2006,0,6,18.3842408
Mike Sweetney,C,23,CHI,66,1222,13.9,0.1,2.1,2.1,-2.1,0.0,3.0,6.7,0.0,0.0,3.0,6.7,2.0,3.1,1.8,3.5,5.3,0.9,0.3,0.8,2006,0,3,1.91521522
Mike Wilks,PG,26,TOT,47,348,5.8,-0.5,0.2,-0.3,-6.3,-0.4,0.6,1.9,0.1,0.4,0.6,1.5,0.5,0.9,0.2,0.6,0.8,0.7,0.3,0.0,2006,0,4,-18.098451
Mikki Moore,C,30,SEA,47,583,8.6,0.1,0.0,0.1,-4.8,-0.4,1.1,2.6,0.0,0.0,1.1,2.6,1.0,1.3,0.9,1.8,2.8,0.6,0.1,0.3,2006,0,8,-13.379017000000001
Milt Palacio,PG,27,UTA,71,1376,9.9,-0.9,1.1,0.2,-5.1,-1.1,2.4,5.7,0.0,0.2,2.4,5.5,1.4,2.1,0.2,1.6,1.9,2.7,0.7,0.2,2006,0,7,-7.117371799999999
Mo Williams,PG,23,MIL,58,1531,15.0,1.5,1.0,2.5,-0.6,0.6,4.6,10.8,1.3,3.3,3.3,7.6,1.7,1.9,0.5,1.9,2.5,4.0,0.9,0.1,2006,0,3,5.91740452
Monta Ellis,SG,20,GSW,49,886,11.1,-0.3,0.8,0.5,-3.1,-0.2,2.7,6.5,0.6,1.7,2.1,4.8,0.9,1.2,0.4,1.7,2.1,1.6,0.7,0.2,2006,0,1,-6.3290239999999995
Moochie Norris,PG,32,TOT,45,424,10.1,-0.3,0.5,0.3,-3.5,-0.2,1.0,2.5,0.1,0.3,0.9,2.2,0.6,0.9,0.3,0.9,1.2,1.1,0.4,0.0,2006,0,9,-14.641164999999999
Morris Peterson,SG,28,TOR,82,3140,15.3,5.2,0.6,5.9,1.0,2.4,5.8,13.4,2.2,5.5,3.7,7.9,2.9,3.6,0.8,3.9,4.6,2.3,1.3,0.2,2006,0,6,20.675105399999996
Nate Robinson,PG,21,NYK,72,1544,12.6,1.0,0.5,1.5,-1.5,0.2,3.2,7.8,0.8,2.0,2.4,5.8,2.1,2.8,0.8,1.5,2.3,2.0,0.8,0.0,2006,0,1,0.24899318
Nazr Mohammed,C,28,SAS,80,1389,15.0,1.7,2.8,4.5,-1.0,0.4,2.4,4.7,0.0,0.0,2.4,4.7,1.4,1.8,2.0,3.2,5.2,0.5,0.3,0.6,2006,0,8,2.18544115
Nenad Krstic,PF,22,NJN,80,2469,14.4,2.0,3.4,5.4,-1.9,0.1,5.6,11.0,0.0,0.1,5.6,11.0,2.3,3.3,2.3,4.1,6.4,1.1,0.4,0.8,2006,0,2,13.283134200000001
Nene Hilario,PF,23,DEN,1,3,-54.4,-0.1,0.0,-0.1,-47.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,0,4,-42.61068
Nick Collison,PF,25,SEA,66,1448,14.0,2.2,0.1,2.3,-1.1,0.3,3.1,6.0,0.0,0.0,3.1,5.9,1.2,1.7,2.2,3.4,5.6,1.1,0.3,0.5,2006,0,2,0.61597831
Nick Van Exel,PG,34,SAS,65,986,11.0,0.1,1.3,1.4,-2.8,-0.2,2.1,5.3,0.8,2.4,1.2,2.9,0.4,0.6,0.1,1.3,1.4,1.9,0.2,0.0,2006,0,13,-8.2447149
Nikoloz Tskitishvili,SF-PF,22,TOT,17,99,8.3,-0.1,0.1,0.0,-9.7,-0.2,0.8,2.2,0.1,0.2,0.7,2.0,0.5,0.8,0.5,0.8,1.3,0.2,0.1,0.1,2006,0,4,-19.274027
Noel Felix,SF,24,SEA,12,82,-1.1,-0.3,0.0,-0.3,-12.5,-0.2,0.5,2.1,0.1,0.3,0.4,1.8,0.4,0.7,0.3,0.8,1.1,0.2,0.2,0.3,2006,0,1,-21.986272
Orien Greene,PG,23,BOS,80,1235,6.4,-1.8,1.4,-0.3,-3.4,-0.4,1.3,3.2,0.1,0.5,1.1,2.7,0.6,0.9,0.5,1.4,1.8,1.6,1.0,0.1,2006,0,1,-9.9609134
Othella Harrington,C,32,CHI,72,824,11.1,0.2,0.9,1.1,-4.4,-0.5,1.9,3.8,0.0,0.0,1.9,3.8,1.1,1.7,0.8,1.4,2.1,0.5,0.1,0.2,2006,0,10,-9.9838802
P.J. Brown,C,36,NOK,75,2380,12.7,2.1,2.3,4.4,-0.3,1.0,3.6,7.8,0.0,0.0,3.6,7.8,1.9,2.2,2.4,4.9,7.3,1.2,0.6,0.7,2006,0,13,9.59594957
Pape Sow,C,24,TOR,42,590,9.5,0.2,0.4,0.6,-4.3,-0.3,1.3,2.9,0.0,0.0,1.3,2.9,1.0,1.4,1.3,2.2,3.5,0.2,0.5,0.5,2006,0,2,-10.290467
Pat Burke,C,32,PHO,42,346,9.9,-0.3,0.4,0.1,-5.9,-0.3,1.5,3.0,0.0,0.2,1.5,2.9,0.3,0.5,0.5,1.2,1.7,0.4,0.1,0.3,2006,0,2,-15.256557999999998
Pat Garrity,PF,29,ORL,57,938,9.1,0.8,0.4,1.2,-2.2,0.0,1.8,4.2,0.9,2.3,0.9,2.0,0.5,0.6,0.5,1.4,1.9,0.7,0.2,0.2,2006,0,8,-9.208981199999998
Pau Gasol,PF,25,MEM,80,3135,22.7,6.6,5.4,12.0,5.1,5.6,7.5,14.9,0.0,0.2,7.5,14.8,5.3,7.7,2.4,6.5,8.9,4.6,0.6,1.9,2006,1,5,40.7109598
Paul Pierce,SF,28,BOS,79,3084,23.6,8.3,3.2,11.5,4.3,4.9,8.7,18.5,1.4,4.0,7.3,14.5,7.9,10.3,1.0,5.7,6.7,4.7,1.4,0.4,2006,1,8,43.395961
Pavel Podkolzin,C,21,DAL,1,18,2.3,-0.1,0.0,-0.1,-19.8,-0.1,0.0,2.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,7.0,7.0,0.0,0.0,1.0,2006,0,2,-13.352057
Peja Stojakovic,SF,28,TOT,71,2601,16.7,5.2,2.8,8.0,1.2,2.1,6.3,14.3,2.3,5.7,4.0,8.6,3.4,3.7,1.1,4.7,5.8,1.9,0.6,0.1,2006,0,8,22.795163100000003
Primoz Brezec,C,26,CHA,79,2165,15.3,3.4,1.2,4.6,-2.9,-0.5,5.2,10.0,0.0,0.0,5.2,10.0,2.1,2.8,2.3,3.3,5.6,0.6,0.2,0.4,2006,0,5,7.541324
Quentin Richardson,SF,25,NYK,55,1442,9.6,0.2,0.5,0.7,-1.6,0.2,3.0,8.3,1.2,3.4,1.8,4.9,1.1,1.7,1.2,3.0,4.2,1.6,0.7,0.1,2006,0,6,0.07209752
Quinton Ross,SF,24,LAC,67,1515,7.4,-0.2,1.7,1.6,-1.9,0.0,1.9,4.6,0.0,0.1,1.9,4.5,0.9,1.1,0.6,2.0,2.5,1.2,0.8,0.2,2006,0,2,-6.418758400000001
Qyntel Woods,SF,24,NYK,49,1013,12.4,0.7,0.6,1.3,-0.7,0.3,2.6,5.2,0.4,1.2,2.2,4.0,1.0,1.6,0.9,3.0,3.9,1.0,0.7,0.3,2006,0,4,-3.4903544
Raef LaFrentz,PF,29,BOS,82,2033,12.0,2.2,2.0,4.3,0.3,1.2,2.9,6.7,1.4,3.5,1.5,3.2,0.6,0.9,1.0,4.0,5.0,1.4,0.4,0.9,2006,0,8,6.46189426
Rafael Araujo,C,25,TOR,52,601,4.5,-1.2,0.4,-0.8,-7.5,-0.8,1.0,2.8,0.0,0.0,1.0,2.8,0.3,0.5,0.8,1.9,2.8,0.3,0.5,0.1,2006,0,2,-15.752977
Rafer Alston,PG,29,HOU,63,2431,12.6,0.2,3.1,3.4,0.8,1.7,4.4,11.7,1.6,5.0,2.8,6.8,1.6,2.3,0.6,3.5,4.0,6.7,1.6,0.2,2006,0,7,15.2965595
Raja Bell,SG,29,PHO,79,2959,12.9,4.7,2.1,6.8,1.8,2.8,5.4,11.8,2.5,5.6,2.9,6.1,1.5,1.8,0.6,2.6,3.2,2.6,1.0,0.3,2006,0,6,17.1518688
Randy Holcomb,SF,26,CHI,4,11,8.2,0.0,0.0,0.0,-1.8,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,2006,0,1,-22.018116
Randy Livingston,PG,30,CHI,5,22,-3.0,-0.1,0.0,0.0,-5.3,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.6,0.8,0.2,0.2,0.0,2006,0,10,-23.817304999999998
Rashad McCants,SG,21,MIN,79,1362,12.6,0.2,1.4,1.6,-2.9,-0.3,3.1,6.8,0.8,2.3,2.2,4.5,1.0,1.3,0.4,1.4,1.8,0.8,0.6,0.3,2006,0,1,-3.1458527000000003
Rashard Lewis,SF,26,SEA,78,2876,20.0,8.2,0.1,8.3,2.5,3.3,6.9,14.8,1.8,4.7,5.1,10.0,4.5,5.5,1.4,3.6,5.0,2.3,1.3,0.6,2006,0,8,27.885337300000003
Rasheed Wallace,PF,31,DET,80,2780,17.6,4.0,4.9,8.9,3.5,3.9,5.7,13.3,1.9,5.4,3.8,7.9,1.7,2.3,1.1,5.7,6.8,2.3,1.0,1.6,2006,1,11,28.2520436
Rasho Nesterovic,C,29,SAS,80,1515,11.0,0.9,2.9,3.7,-0.1,0.7,2.2,4.2,0.0,0.0,2.2,4.2,0.2,0.4,1.4,2.4,3.9,0.4,0.3,1.1,2006,0,8,-1.1507211000000002
Rasual Butler,SF,26,NOK,79,1875,10.8,0.4,1.3,1.7,-2.9,-0.4,3.3,8.0,1.2,3.1,2.1,4.9,1.0,1.4,0.6,2.3,2.9,0.5,0.4,0.6,2006,0,4,-0.1709654
Rawle Marshall,SF,23,DAL,23,241,10.1,-0.1,0.3,0.2,-3.5,-0.1,1.0,2.6,0.0,0.1,1.0,2.5,1.0,1.3,0.3,1.0,1.3,0.4,0.3,0.3,2006,0,1,-15.379295
Ray Allen,SG,30,SEA,78,3022,22.2,9.8,-0.3,9.5,3.6,4.2,8.7,19.2,3.4,8.4,5.3,10.9,4.2,4.6,0.9,3.3,4.3,3.7,1.3,0.2,2006,1,10,35.08988529999999
Raymond Felton,PG,21,CHA,80,2406,14.2,0.8,1.8,2.6,0.0,1.2,4.3,11.0,1.2,3.4,3.1,7.7,2.0,2.8,1.0,2.4,3.3,5.6,1.3,0.1,2006,0,1,11.897173
Reece Gaines,PG,25,MIL,12,54,6.7,0.0,0.0,0.0,-9.5,-0.1,0.5,1.0,0.0,0.2,0.5,0.8,0.1,0.3,0.0,0.0,0.0,0.3,0.1,0.0,2006,0,3,-22.92415
Reggie Evans,PF,25,TOT,67,1393,12.5,0.8,1.3,2.1,-3.5,-0.5,2.0,4.0,0.0,0.0,2.0,4.0,1.7,3.2,2.6,4.9,7.5,0.6,0.6,0.1,2006,0,4,0.49492872
Richard Hamilton,SG,27,DET,80,2825,18.2,5.3,2.4,7.6,0.2,1.5,8.1,16.5,0.7,1.5,7.4,15.0,3.2,3.8,1.1,2.2,3.2,3.4,0.7,0.2,2006,1,7,20.7151764
Richard Jefferson,SF,25,NJN,78,3059,18.9,7.6,4.1,11.7,3.0,3.9,6.3,12.9,0.8,2.4,5.6,10.5,6.0,7.4,1.2,5.6,6.8,3.8,0.8,0.2,2006,0,5,31.414678600000002
Richie Frahm,SG,28,TOT,33,342,9.4,0.2,0.3,0.5,-3.4,-0.1,1.2,3.0,0.7,2.1,0.5,0.9,0.2,0.3,0.1,0.9,1.0,0.6,0.1,0.1,2006,0,3,-15.034726000000001
Rick Brunson,PG,33,TOT,27,246,6.3,-0.4,0.2,-0.1,-7.0,-0.3,0.8,2.0,0.2,0.5,0.6,1.5,0.3,0.4,0.0,0.8,0.8,1.3,0.3,0.0,2006,0,9,-18.770945
Ricky Davis,SG-SF,26,TOT,78,3207,15.6,2.5,2.5,5.0,0.0,1.6,7.5,16.7,0.9,3.1,6.6,13.6,3.5,4.4,0.8,3.7,4.5,5.1,1.2,0.2,2006,0,8,22.665801899999998
Robert Horry,PF,35,SAS,63,1182,13.5,1.0,2.5,3.6,3.2,1.5,1.8,4.6,0.8,2.3,0.9,2.3,0.7,1.1,1.1,2.7,3.8,1.3,0.7,0.8,2006,0,14,1.87116484
Robert Swift,C,20,SEA,47,987,12.7,0.7,0.3,1.1,-4.3,-0.6,2.6,5.1,0.0,0.0,2.6,5.1,1.1,1.9,2.0,3.6,5.6,0.2,0.3,1.2,2006,0,2,-3.0516462000000004
Robert Whaley,C,23,UTA,23,212,7.6,-0.2,0.3,0.0,-3.5,-0.1,1.0,2.5,0.0,0.0,1.0,2.5,0.1,0.3,0.7,1.2,1.9,0.7,0.3,0.3,2006,0,1,-16.027519
Ronald Dupree,SF,25,MIN,36,265,10.4,0.0,0.3,0.3,-3.1,-0.1,0.9,1.8,0.0,0.0,0.9,1.7,0.4,1.1,0.6,0.8,1.4,0.4,0.3,0.0,2006,0,3,-15.898520000000001
Ronald Murray,SG,26,TOT,76,2112,11.5,0.2,0.5,0.7,-3.7,-0.9,4.2,10.1,0.5,1.9,3.7,8.3,2.3,3.2,0.4,1.6,2.0,2.6,0.9,0.1,2006,0,4,1.20167734
Ronnie Price,PG,22,SAC,29,150,10.5,-0.1,0.1,0.1,-5.2,-0.1,0.7,2.0,0.2,0.9,0.5,1.1,0.4,0.4,0.2,0.3,0.5,0.4,0.2,0.0,2006,0,1,-18.254248999999998
Ronny Turiaf,C,23,LAL,23,161,12.2,0.2,0.2,0.4,-2.2,0.0,0.7,1.3,0.0,0.0,0.7,1.3,0.7,1.2,0.5,1.1,1.6,0.3,0.1,0.4,2006,0,1,-15.694409
Royal Ivey,PG,24,ATL,73,978,8.4,0.6,0.0,0.7,-5.1,-0.8,1.6,3.6,0.1,0.1,1.5,3.5,0.3,0.5,0.4,0.9,1.3,1.0,0.3,0.1,2006,0,2,-13.13979
Ruben Patterson,SF-SG,30,TOT,71,1792,16.4,1.1,1.0,2.1,-1.0,0.4,4.6,8.9,0.0,0.2,4.6,8.8,2.9,4.8,1.7,1.8,3.4,1.8,1.1,0.3,2006,0,8,6.65147975
Ryan Bowen,SF,30,HOU,68,652,4.0,-0.6,0.8,0.2,-4.4,-0.4,0.5,1.8,0.0,0.3,0.5,1.5,0.2,0.2,0.5,0.8,1.3,0.4,0.3,0.1,2006,0,7,-16.386803
Ryan Gomes,PF,23,BOS,61,1376,14.0,1.9,1.2,3.1,-1.9,0.1,2.8,5.8,0.0,0.1,2.8,5.7,1.8,2.4,1.7,3.2,4.9,1.0,0.6,0.1,2006,0,1,0.20644693
Salim Stoudamire,SG,23,ATL,61,1236,12.5,1.1,0.0,1.2,-4.5,-0.8,3.3,8.1,1.3,3.5,2.0,4.5,1.6,1.8,0.2,1.7,1.9,1.2,0.4,0.0,2006,0,1,-3.9437552000000005
Sam Cassell,PG,36,LAC,78,2653,18.5,4.8,2.8,7.6,1.8,2.5,6.3,14.3,0.9,2.4,5.4,11.8,3.7,4.3,0.5,3.2,3.7,6.3,0.9,0.1,2006,0,13,21.9049335
Samaki Walker,PF,29,IND,7,22,-6.2,-0.1,0.0,0.0,-12.3,-0.1,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.4,0.4,0.0,0.0,0.1,2006,0,10,-26.420914
Samuel Dalembert,C,24,PHI,66,1761,14.2,0.9,2.6,3.6,-1.6,0.2,3.0,5.6,0.0,0.0,3.0,5.6,1.4,2.0,2.4,5.8,8.2,0.4,0.5,2.4,2006,0,4,9.07979017
Sarunas Jasikevicius,PG,29,IND,75,1557,12.9,1.6,1.7,3.3,-0.6,0.6,2.3,5.7,1.1,3.1,1.1,2.6,1.6,1.8,0.3,1.8,2.0,3.0,0.5,0.1,2006,0,1,0.17069791
