Player,Pos,Age,Team,G,MP,PER,OWS,DWS,WS,BPM,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,Year,Allstar,Years_In_NBA,PR
Sasha Pavlovic,SG,22,CLE,53,813,6.9,-0.1,0.6,0.5,-4.0,-0.4,1.6,4.0,0.7,1.8,1.0,2.2,0.6,0.9,0.3,1.2,1.5,0.5,0.4,0.1,2006,0,3,-11.780294
Sasha Vujacic,PG,21,LAL,82,1449,8.4,0.8,1.2,2.0,-2.4,-0.1,1.3,3.8,0.7,2.1,0.6,1.7,0.6,0.6,0.4,1.5,1.9,1.7,0.6,0.0,2006,0,2,-6.9354583
Scot Pollard,C,30,IND,45,771,12.3,0.6,1.6,2.1,0.8,0.5,1.6,3.4,0.0,0.0,1.6,3.4,0.6,0.8,1.6,3.2,4.8,0.5,0.8,0.4,2006,0,9,-4.278041099999999
Scott Padgett,PF,29,NJN,62,718,12.5,0.6,1.3,1.8,0.4,0.4,1.1,3.2,0.7,2.0,0.5,1.3,0.4,0.5,0.9,1.8,2.7,0.7,0.5,0.2,2006,0,7,-6.8409207
Sean Marks,PF,30,SAS,25,181,17.9,0.2,0.4,0.6,-1.4,0.0,1.5,2.8,0.0,0.1,1.5,2.7,0.3,0.5,0.5,1.2,1.7,0.3,0.2,0.3,2006,0,6,-13.295618
Sean May,PF,21,CHA,23,398,15.3,-0.1,0.5,0.4,-2.8,-0.1,3.0,7.4,0.0,0.2,3.0,7.2,2.1,2.8,1.8,2.9,4.7,1.0,0.7,0.5,2006,0,1,-2.4289123
Sebastian Telfair,PG,20,POR,68,1641,13.0,0.4,0.2,0.6,-2.9,-0.4,3.4,8.5,0.8,2.4,2.5,6.1,1.9,2.6,0.3,1.5,1.8,3.6,1.0,0.1,2006,0,2,-0.11730719999999999
Sergei Monia,SF,22,TOT,26,343,6.3,-0.3,0.1,-0.2,-5.1,-0.3,1.1,3.3,0.3,1.3,0.8,2.0,0.4,0.5,0.4,1.6,2.0,0.7,0.3,0.2,2006,0,1,-15.461926
Shandon Anderson,SF,32,MIA,48,638,6.2,-0.1,0.7,0.5,-3.3,-0.2,1.1,2.6,0.1,0.4,1.0,2.2,0.3,0.4,0.4,1.3,1.7,0.6,0.4,0.1,2006,0,10,-14.375141000000001
Shane Battier,SF,27,MEM,81,2839,14.7,4.6,4.5,9.1,4.0,4.3,3.7,7.7,0.8,2.0,2.9,5.6,1.8,2.6,2.0,3.3,5.3,1.7,1.1,1.4,2006,0,5,20.207932500000002
Shaquille O'Neal,C,33,MIA,59,1806,24.4,3.3,2.9,6.2,2.6,2.1,8.1,13.6,0.0,0.0,8.1,13.6,3.7,8.0,2.9,6.3,9.2,1.9,0.4,1.8,2006,1,14,28.343040999999996
Shareef Abdur-Rahim,PF,29,SAC,72,1961,17.2,4.0,2.2,6.2,0.9,1.4,4.6,8.8,0.1,0.3,4.5,8.5,3.0,3.9,1.5,3.5,5.0,2.1,0.7,0.6,2006,0,10,12.3601239
Sharrod Ford,PF,24,PHO,3,13,0.6,0.0,0.0,0.0,-10.3,0.0,0.7,1.0,0.0,0.0,0.7,1.0,0.0,0.0,0.3,0.7,1.0,0.0,0.0,0.3,2006,0,1,-23.131318
Shaun Livingston,PG,20,LAC,61,1525,10.2,-0.5,1.8,1.3,-2.1,0.0,2.4,5.7,0.0,0.1,2.4,5.6,0.9,1.3,0.7,2.3,3.0,4.5,0.8,0.5,2006,0,2,-2.3504286
Shavlik Randolph,PF,22,PHI,57,487,12.6,0.5,0.5,1.1,-2.4,0.0,0.8,1.7,0.0,0.0,0.8,1.7,0.8,1.2,1.0,1.4,2.3,0.3,0.3,0.2,2006,0,1,-11.886183
Shawn Marion,PF,27,PHO,81,3263,23.6,8.6,5.9,14.6,5.3,5.9,8.8,16.9,1.2,3.6,7.7,13.3,3.0,3.7,3.1,8.8,11.8,1.8,2.0,1.7,2006,1,7,49.108938200000004
Smush Parker,PG,24,LAL,82,2773,13.4,2.8,3.0,5.8,1.0,2.1,4.2,9.5,1.5,4.0,2.8,5.5,1.5,2.2,0.5,2.9,3.3,3.7,1.7,0.2,2006,0,3,14.6072864
Speedy Claxton,PG,27,NOK,71,2019,16.1,1.1,2.0,3.0,0.1,1.0,4.3,10.4,0.2,0.9,4.0,9.5,3.5,4.5,0.5,2.2,2.7,4.8,1.5,0.1,2006,0,5,10.151875599999999
Stacey Augmon,SF,37,ORL,36,385,7.6,0.0,0.3,0.3,-3.1,-0.1,0.7,2.0,0.0,0.0,0.7,2.0,0.6,0.8,0.5,1.0,1.5,0.6,0.3,0.2,2006,0,15,-15.78711
Stanislav Medvedenko,PF,26,LAL,2,6,11.0,0.0,0.0,0.0,-13.8,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2006,0,6,-23.944348
Stephen Graham,SG,23,TOT,22,175,6.9,-0.2,0.2,0.0,-6.4,-0.2,1.0,2.5,0.1,0.5,0.9,2.0,0.6,0.7,0.2,1.0,1.2,0.3,0.2,0.1,2006,0,1,-18.056386
Stephen Jackson,SG,27,IND,81,2910,13.6,0.5,3.9,4.4,0.2,1.6,5.8,14.2,1.4,4.2,4.4,10.0,3.3,4.2,0.6,3.3,3.9,2.8,1.3,0.5,2006,0,6,19.0395379
Stephon Marbury,PG,28,NYK,60,2193,16.4,3.5,0.3,3.9,-0.3,0.9,5.8,12.9,0.6,1.7,5.3,11.2,4.1,5.4,0.4,2.5,2.9,6.4,1.1,0.1,2006,0,10,14.0995326
Steve Blake,PG,25,POR,68,1781,14.5,3.0,-0.2,2.8,-1.7,0.1,3.0,6.9,1.1,2.7,1.9,4.2,1.1,1.3,0.4,1.8,2.1,4.5,0.6,0.1,2006,0,3,0.56159307
Steve Francis,PG-SG,28,TOT,70,2393,15.2,2.2,1.4,3.6,0.1,1.2,4.8,10.9,0.4,1.2,4.4,9.7,4.5,5.7,1.1,3.1,4.1,4.9,1.1,0.2,2006,0,7,14.192652800000001
Steve Nash,PG,31,PHO,79,2796,23.3,10.3,2.1,12.4,3.7,4.0,6.8,13.4,1.9,4.3,4.9,9.0,3.3,3.5,0.6,3.6,4.2,10.5,0.8,0.2,2006,1,10,31.5980229
Steven Hunter,C,24,PHI,69,1312,13.9,1.5,1.0,2.5,-2.9,-0.3,2.5,4.2,0.0,0.0,2.5,4.2,1.0,2.0,1.6,2.3,3.9,0.2,0.2,1.1,2006,0,5,-2.7203179
Stromile Swift,C,26,HOU,66,1344,14.6,0.4,2.1,2.5,-3.4,-0.5,3.4,6.9,0.0,0.0,3.4,6.9,2.1,3.2,1.6,2.8,4.4,0.4,0.6,0.8,2006,0,6,1.73913948
T.J. Ford,PG,22,MIL,72,2557,13.1,0.4,2.1,2.5,-0.8,0.8,4.6,11.0,0.5,1.4,4.1,9.5,2.6,3.4,0.9,3.4,4.3,6.6,1.4,0.1,2006,0,2,12.1931449
Tayshaun Prince,SF,25,DET,82,2898,14.8,4.0,3.0,7.0,0.4,1.8,5.5,12.2,0.8,2.2,4.8,10.0,2.2,2.9,1.3,3.0,4.2,2.3,0.8,0.5,2006,0,4,16.5420466
Terence Morris,SF,27,ORL,22,192,5.1,-0.4,0.2,-0.1,-7.2,-0.3,0.7,2.2,0.0,0.1,0.7,2.1,0.1,0.1,0.3,1.5,1.7,0.2,0.3,0.2,2006,0,3,-18.99321
Theo Ratliff,C,32,POR,55,1301,12.2,1.3,0.7,2.0,-0.5,0.5,2.0,3.4,0.0,0.0,2.0,3.4,1.0,1.5,1.6,3.5,5.1,0.5,0.3,1.6,2006,0,11,-1.5340559
Tim Duncan,PF,29,SAS,80,2784,23.1,3.9,6.9,10.8,4.6,4.6,7.2,14.8,0.0,0.1,7.2,14.8,4.2,6.7,2.9,8.1,11.0,3.2,0.9,2.0,2006,1,9,40.2377547
Tim Thomas,PF-SF,28,TOT,29,666,12.2,0.2,0.7,0.9,-3.1,-0.2,3.9,9.0,1.6,3.8,2.3,5.2,1.0,1.4,0.8,3.8,4.5,0.7,0.6,0.2,2006,0,9,-0.6686734999999999
Toni Kukoc,PF,37,MIL,65,1018,11.9,0.2,0.9,1.1,-1.1,0.2,1.8,4.6,0.7,2.3,1.1,2.3,0.6,0.9,0.4,1.9,2.3,2.1,0.5,0.3,2006,0,13,-5.7458557
Tony Allen,PG,24,BOS,51,978,12.9,0.6,1.0,1.7,-1.4,0.2,2.5,5.4,0.2,0.7,2.3,4.7,2.0,2.6,0.6,1.5,2.2,1.3,1.0,0.4,2006,0,2,-3.3609542
Tony Battie,C,29,ORL,82,2215,12.2,1.7,2.2,3.8,-1.3,0.4,3.4,6.7,0.0,0.1,3.4,6.7,1.1,1.6,1.8,3.8,5.6,0.6,0.6,0.8,2006,0,9,4.92305347
Tony Delk,PG-SG,32,TOT,24,385,16.1,0.4,0.5,0.9,-0.9,0.1,3.0,6.7,0.8,2.0,2.1,4.8,0.8,1.1,0.6,1.6,2.2,1.4,0.5,0.0,2006,0,10,-6.3575288
Tony Parker,PG,23,SAS,80,2715,20.8,5.5,4.1,9.6,2.6,3.1,7.8,14.2,0.1,0.5,7.7,13.8,3.2,4.5,0.5,2.8,3.3,5.8,1.0,0.1,2006,1,5,24.044534
Tracy McGrady,SF,26,HOU,47,1745,21.9,1.4,2.7,4.1,4.8,3.0,8.7,21.5,1.6,5.0,7.2,16.5,5.4,7.2,1.0,5.6,6.5,4.8,1.3,0.9,2006,1,9,33.322953000000005
Travis Diener,PG,23,ORL,23,246,12.6,0.5,0.1,0.6,-0.2,0.1,1.3,3.0,1.1,2.5,0.2,0.5,0.2,0.3,0.2,0.7,0.9,0.7,0.3,0.0,2006,0,1,-13.240905999999999
Travis Outlaw,PF,21,POR,69,1153,12.9,0.4,0.5,0.9,-3.5,-0.4,2.3,5.3,0.2,0.8,2.1,4.6,0.9,1.3,0.7,2.0,2.7,0.5,0.4,0.7,2006,0,3,-6.1145342000000005
Trenton Hassell,SG,26,MIN,77,2514,9.5,0.7,1.6,2.3,-2.3,-0.2,3.7,8.0,0.1,0.3,3.6,7.7,1.7,2.3,1.1,1.7,2.8,2.6,0.6,0.4,2006,0,5,1.51805894
Trevor Ariza,SF,20,TOT,57,999,11.8,-0.1,1.0,0.9,-0.6,0.4,1.6,4.0,0.0,0.1,1.6,3.9,1.4,2.2,1.4,2.5,3.8,1.1,1.0,0.2,2006,0,2,-4.2680695
Troy Hudson,PG,29,MIN,36,800,12.2,0.3,0.4,0.7,-4.6,-0.5,3.5,9.3,1.1,2.8,2.4,6.4,1.3,1.4,0.2,1.0,1.2,2.9,0.3,0.1,2006,0,9,-5.351593599999999
Troy Murphy,PF,25,GSW,74,2516,15.9,3.5,3.0,6.5,-0.7,0.8,4.9,11.3,0.8,2.4,4.1,8.9,3.4,4.3,2.6,7.4,10.0,1.4,0.6,0.4,2006,0,5,20.659451500000003
Tyronn Lue,PG,28,ATL,51,1234,15.5,2.8,-0.1,2.7,-2.8,-0.3,3.8,8.2,1.1,2.5,2.6,5.7,2.3,2.7,0.3,1.4,1.6,3.1,0.5,0.1,2006,0,8,0.03790422
Tyson Chandler,C,23,CHI,79,2121,12.2,1.5,3.9,5.4,2.2,2.2,2.0,3.6,0.0,0.0,2.0,3.6,1.2,2.4,3.4,5.7,9.0,1.0,0.5,1.3,2006,0,5,11.5343435
Udonis Haslem,PF,25,MIA,81,2491,13.7,3.9,3.1,7.0,0.0,1.3,3.7,7.3,0.0,0.0,3.7,7.3,1.9,2.5,2.1,5.8,7.8,1.2,0.6,0.2,2006,0,3,11.8994075
Viktor Khryapa,SF,23,POR,69,1492,11.5,0.6,0.7,1.3,-1.0,0.4,2.3,5.0,0.1,0.4,2.1,4.5,1.1,1.6,1.7,2.8,4.4,1.3,0.7,0.4,2006,0,2,-1.8169585
Vin Baker,C,34,LAC,8,85,11.2,0.0,0.2,0.1,-2.8,0.0,0.9,1.9,0.0,0.0,0.9,1.9,1.6,2.3,0.3,2.1,2.4,0.5,0.5,0.5,2006,0,13,-13.415216000000001
Vince Carter,SG,29,NJN,79,2906,21.6,4.9,4.4,9.3,4.4,4.7,8.3,19.2,1.6,4.6,6.7,14.6,6.1,7.6,1.7,4.1,5.8,4.3,1.2,0.7,2006,1,8,39.0352625
Vitaly Potapenko,C,30,TOT,33,353,7.4,0.2,-0.1,0.1,-5.7,-0.3,1.1,2.2,0.0,0.0,1.1,2.2,0.3,0.5,0.8,1.1,1.9,0.3,0.1,0.1,2006,0,10,-17.031954000000002
Vladimir Radmanovic,PF,25,TOT,77,1974,13.6,2.3,1.4,3.8,0.7,1.3,3.4,8.4,1.8,4.6,1.6,3.8,1.2,1.5,0.8,3.8,4.6,1.8,0.8,0.4,2006,0,5,8.41547194
Von Wafer,SG,20,LAL,16,73,-1.6,-0.3,0.1,-0.3,-12.2,-0.2,0.4,2.4,0.1,1.1,0.3,1.3,0.4,0.5,0.3,0.2,0.5,0.3,0.2,0.0,2006,0,1,-22.656444
Voshon Lenard,SG,32,TOT,26,458,10.9,-0.5,0.3,-0.1,-3.7,-0.2,2.9,7.3,1.0,3.0,1.9,4.3,0.6,1.2,0.2,1.6,1.8,1.6,0.8,0.2,2006,0,11,-7.4491515
Wally Szczerbiak,SF,28,TOT,72,2729,17.7,6.3,1.7,8.0,1.0,2.0,6.8,14.1,1.4,3.5,5.4,10.5,3.9,4.3,1.1,3.3,4.3,3.0,0.6,0.3,2006,0,7,21.4013415
Walter McCarty,SF,31,LAC,36,353,5.9,-0.5,0.5,0.0,-4.3,-0.2,0.9,2.8,0.3,1.3,0.6,1.5,0.3,0.6,0.4,1.5,1.9,0.6,0.2,0.1,2006,0,10,-15.590639999999999
Wayne Simien,PF,22,MIA,43,414,11.5,0.4,0.5,0.8,-4.5,-0.3,1.3,2.8,0.0,0.0,1.3,2.8,0.7,0.8,0.9,1.2,2.0,0.2,0.3,0.0,2006,0,1,-13.598145
Will Bynum,PG,23,GSW,15,162,8.7,-0.2,0.1,-0.1,-6.6,-0.2,1.4,3.5,0.1,0.6,1.3,2.9,0.7,1.1,0.2,0.6,0.8,1.3,0.5,0.0,2006,0,1,-16.433487
Willie Green,SG,24,PHI,10,153,8.6,-0.2,0.0,-0.1,-9.3,-0.3,2.8,6.6,1.0,1.9,1.8,4.7,0.4,0.5,0.1,1.4,1.5,0.5,0.2,0.0,2006,0,3,-14.181030999999999
Yao Ming,C,25,HOU,57,1949,25.6,5.0,3.5,8.6,2.4,2.2,8.2,15.8,0.0,0.0,8.2,15.8,5.9,6.9,2.6,7.6,10.2,1.5,0.5,1.6,2006,1,4,32.8422482
Yaroslav Korolev,SF,18,LAC,24,127,4.8,-0.1,0.1,0.0,-6.3,-0.1,0.4,1.3,0.1,0.3,0.3,1.0,0.3,0.4,0.2,0.3,0.5,0.4,0.1,0.0,2006,0,1,-20.886522
Zach Randolph,PF,24,POR,74,2545,16.9,0.4,0.9,1.3,-2.9,-0.6,7.2,16.6,0.2,0.7,7.0,15.9,3.3,4.6,2.6,5.4,8.0,1.9,0.8,0.2,2006,0,5,16.722043099999997
Zarko Cabarkapa,PF,24,GSW,61,505,9.9,-0.2,0.5,0.3,-6.3,-0.5,1.1,2.9,0.1,0.3,1.0,2.5,1.0,1.4,0.6,1.2,1.8,0.3,0.2,0.1,2006,0,3,-13.83828
Zaza Pachulia,C,21,ATL,78,2452,15.0,2.5,1.4,3.9,-0.9,0.7,3.9,8.7,0.0,0.0,3.9,8.7,3.8,5.2,3.4,4.5,7.9,1.7,1.1,0.5,2006,0,3,14.875661
Zeljko Rebraca,C,33,LAC,29,412,10.7,0.2,0.5,0.7,-3.4,-0.1,1.8,3.3,0.0,0.0,1.8,3.3,1.1,1.4,0.4,1.8,2.2,0.3,0.2,0.7,2006,0,5,-11.801565
Zendon Hamilton,C,30,TOT,12,49,17.6,0.0,0.1,0.1,-9.6,-0.1,0.6,1.2,0.0,0.0,0.6,1.2,1.0,1.5,0.3,0.7,0.9,0.0,0.3,0.0,2006,0,6,-18.371639000000002
Zoran Planinic,PG,23,NJN,56,596,6.9,-0.8,0.8,0.1,-5.5,-0.5,1.2,3.3,0.2,1.0,0.9,2.3,0.8,1.2,0.3,1.1,1.3,0.9,0.4,0.1,2006,0,3,-13.807665
Zydrunas Ilgauskas,C,30,CLE,78,2283,21.9,5.6,3.1,8.7,1.8,2.2,5.8,11.4,0.0,0.1,5.8,11.3,4.1,4.9,3.1,4.4,7.6,1.2,0.5,1.7,2006,0,8,24.698085199999998
Aaron McKie,SF,34,LAL,10,131,7.5,0.0,0.1,0.1,-4.2,-0.1,1.1,1.7,0.0,0.0,1.1,1.7,0.0,0.0,0.1,1.7,1.8,1.3,0.4,0.0,2007,0,13,-18.410569
Aaron Williams,PF,35,LAC,38,374,9.4,0.2,0.4,0.7,-3.2,-0.1,0.8,1.4,0.0,0.0,0.8,1.4,0.5,0.6,0.7,1.5,2.2,0.2,0.2,0.4,2007,0,13,-15.233069
Adam Morrison,PF,22,CHA,78,2326,7.9,-2.2,0.8,-1.5,-5.5,-2.0,4.6,12.1,1.1,3.3,3.4,8.8,1.5,2.2,0.7,2.3,2.9,2.1,0.4,0.1,2007,0,1,-1.2236351
Adonal Foyle,C,31,GSW,48,475,13.7,0.4,0.6,1.0,0.8,0.3,1.0,1.8,0.0,0.0,1.0,1.8,0.2,0.5,1.1,1.6,2.6,0.4,0.2,1.0,2007,0,10,-10.473224
Adrian Griffin,SF,32,CHI,54,585,10.7,0.1,1.2,1.3,0.3,0.3,1.1,2.4,0.0,0.1,1.1,2.3,0.3,0.4,0.7,1.3,2.0,1.1,0.6,0.1,2007,0,8,-11.231084
Al Harrington,PF,26,TOT,78,2563,14.8,2.0,2.2,4.3,-0.8,0.7,6.3,13.9,1.6,3.8,4.7,10.1,2.2,3.1,1.9,4.4,6.4,1.9,0.8,0.3,2007,0,9,17.341066899999998
Al Jefferson,C,22,BOS,69,2319,19.8,3.3,3.3,6.6,0.6,1.5,6.6,12.8,0.0,0.0,6.6,12.8,2.9,4.3,3.4,7.5,11.0,1.3,0.7,1.5,2007,0,3,25.7594299
Alan Anderson,SG,24,CHA,17,256,10.1,0.0,0.1,0.1,-4.0,-0.1,2.2,4.8,0.3,1.2,1.9,3.6,1.1,1.4,0.6,1.2,1.9,1.2,0.4,0.0,2007,0,2,-12.605319999999999
Alan Henderson,PF,34,PHI,38,418,15.7,1.1,0.4,1.6,0.6,0.3,1.1,1.8,0.0,0.0,1.1,1.8,0.9,1.2,1.3,1.6,2.8,0.3,0.2,0.3,2007,0,12,-10.544118
Alexander Johnson,PF,23,MEM,59,753,13.2,0.7,0.6,1.3,-2.7,-0.1,1.5,2.9,0.0,0.0,1.5,2.9,1.3,2.0,0.8,2.2,3.1,0.3,0.4,0.6,2007,0,1,-8.3257855
Allan Ray,SG,22,BOS,47,710,10.0,0.1,0.5,0.6,-3.5,-0.3,2.1,5.5,1.0,2.5,1.1,3.0,0.9,1.2,0.4,1.1,1.5,0.9,0.4,0.1,2007,0,1,-9.6739554
Allen Iverson,SG-PG,31,TOT,65,2761,19.6,4.0,2.2,6.2,0.8,1.9,8.9,20.2,1.0,3.0,8.0,17.2,7.5,9.4,0.4,2.6,3.0,7.2,1.9,0.2,2007,1,11,32.603910600000006
Alonzo Mourning,C,36,MIA,77,1572,16.7,1.0,2.5,3.5,-2.0,0.0,3.1,5.5,0.0,0.0,3.1,5.5,2.4,4.0,1.6,2.9,4.5,0.2,0.2,2.3,2007,0,14,5.72942079
Alvin Williams,PG,32,LAC,2,10,6.6,-0.1,0.0,-0.1,-5.1,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,2.0,0.5,0.0,0.5,1.5,1.0,0.0,2007,0,9,-18.30978
Amar'e Stoudemire,C,24,PHO,82,2689,23.1,7.2,4.0,11.2,1.6,2.4,7.4,12.9,0.0,0.0,7.4,12.8,5.6,7.1,2.7,6.9,9.6,1.0,1.0,1.3,2007,1,5,34.2317848
Amir Johnson,PF,19,DET,8,124,20.6,0.2,0.3,0.5,2.7,0.1,2.3,4.1,0.0,0.4,2.3,3.8,1.4,1.8,1.9,2.8,4.6,0.4,0.6,1.6,2007,0,2,-3.2299293999999996
Anderson Varejao,C,24,CLE,81,1932,14.4,2.6,4.0,6.6,1.7,1.8,2.4,5.0,0.0,0.1,2.4,4.8,2.0,3.3,2.4,4.4,6.7,0.9,0.9,0.6,2007,0,3,10.726297
Andray Blatche,PF,20,WAS,56,682,12.1,-0.1,0.5,0.5,-2.4,-0.1,1.5,3.5,0.1,0.5,1.5,3.0,0.5,0.9,1.4,2.0,3.4,0.7,0.3,0.6,2007,0,2,-9.0672075
Andre Barrett,PG,24,CHI,6,29,8.2,0.0,0.0,0.0,-7.1,0.0,0.7,1.3,0.0,0.0,0.7,1.3,0.0,0.0,0.2,0.7,0.8,1.2,0.0,0.0,2007,0,3,-21.555478
Andre Brown,PF,25,SEA,38,271,11.1,-0.2,0.2,0.0,-8.5,-0.4,1.1,1.9,0.0,0.0,1.1,1.9,0.2,0.4,0.7,1.3,1.9,0.1,0.2,0.1,2007,0,1,-17.600554000000002
Andre Iguodala,SG,23,PHI,76,3062,18.1,4.1,3.6,7.7,3.4,4.1,5.8,13.0,0.6,2.0,5.2,11.0,5.9,7.3,1.0,4.7,5.7,5.7,2.0,0.4,2007,0,3,30.5440321
Andre Miller,PG,30,TOT,80,2966,16.1,3.5,2.4,5.9,0.5,1.9,5.3,11.4,0.1,0.4,5.2,10.9,2.8,3.5,1.2,3.2,4.4,7.8,1.4,0.1,2007,0,8,18.1717966
Andrea Bargnani,PF,21,TOR,65,1629,12.8,0.2,1.7,1.9,-1.7,0.1,4.1,9.6,1.5,4.1,2.6,5.5,1.8,2.2,0.8,3.1,3.9,0.8,0.5,0.8,2007,0,1,4.65517681
Andreas Glyniadakis,C,25,SEA,13,81,-3.3,-0.2,0.0,-0.2,-12.1,-0.2,0.6,1.3,0.0,0.0,0.6,1.3,0.1,0.2,0.2,0.5,0.6,0.1,0.0,0.0,2007,0,1,-24.945327
Andrei Kirilenko,SF,25,UTA,70,2049,14.3,1.6,2.9,4.4,4.0,3.1,2.8,6.0,0.2,1.1,2.6,4.9,2.5,3.4,1.3,3.4,4.7,2.9,1.1,2.1,2007,0,6,13.3092399
Andres Nocioni,PF,27,CHI,53,1406,15.6,1.4,2.6,4.1,-0.6,0.5,5.2,11.0,1.5,3.9,3.6,7.1,2.3,2.7,0.8,4.9,5.7,1.1,0.5,0.5,2007,0,3,10.2894875
Andrew Bogut,C,22,MIL,66,2258,15.5,2.6,1.4,4.0,0.5,1.4,5.3,9.5,0.0,0.1,5.3,9.5,1.7,2.9,2.5,6.3,8.8,3.0,0.7,0.5,2007,0,2,14.1797652
Andrew Bynum,C,19,LAL,82,1793,15.4,2.3,1.9,4.2,-0.5,0.7,3.0,5.4,0.0,0.0,3.0,5.4,1.7,2.6,1.7,4.2,5.9,1.1,0.1,1.6,2007,0,2,6.11265248
Andris Biedrins,C,20,GSW,82,2382,16.2,3.5,3.3,6.7,1.4,2.1,4.2,7.1,0.0,0.0,4.2,7.1,1.1,2.0,3.1,6.2,9.3,1.1,0.8,1.7,2007,0,3,18.0362019
Antawn Jamison,PF,30,WAS,70,2662,18.4,5.2,1.6,6.8,0.9,1.9,7.3,16.3,2.0,5.4,5.3,10.9,3.2,4.4,1.9,6.1,8.0,1.9,1.1,0.5,2007,0,9,27.7285189
Anthony Carter,PG,31,DEN,2,37,3.3,-0.1,0.0,-0.1,-13.2,-0.1,1.5,4.0,0.0,1.0,1.5,3.0,0.0,0.0,0.0,1.5,1.5,5.5,0.0,0.5,2007,0,8,-17.591462
Anthony Johnson,PG,32,TOT,67,1301,9.9,0.4,0.8,1.2,-4.1,-0.7,2.1,5.1,0.4,1.1,1.7,4.0,0.7,0.9,0.3,1.2,1.5,3.0,0.5,0.0,2007,0,10,-8.511827199999999
Anthony Parker,SG,31,TOR,73,2437,14.5,4.4,2.1,6.5,2.5,2.8,4.5,9.4,1.6,3.6,2.9,5.8,1.8,2.2,0.8,3.1,3.9,2.1,1.0,0.2,2007,0,4,13.5745818
Anthony Roberson,PG,23,GSW,20,227,11.4,0.0,0.2,0.1,-4.1,-0.1,2.2,5.2,1.1,2.8,1.2,2.5,0.1,0.2,0.1,1.0,1.1,0.5,0.6,0.0,2007,0,2,-12.86593
Antoine Walker,PF,30,MIA,78,1818,9.6,-2.3,2.0,-0.3,-3.1,-0.5,3.4,8.6,1.1,3.9,2.3,4.7,0.6,1.3,1.2,3.2,4.3,1.7,0.6,0.2,2007,0,11,-0.0750896
Antoine Wright,SG,22,NJN,63,1137,8.1,0.0,1.1,1.2,-3.4,-0.4,1.7,4.0,0.3,0.9,1.4,3.0,0.7,1.2,0.6,2.2,2.8,0.9,0.5,0.2,2007,0,2,-8.951114
Antonio Daniels,SG,31,WAS,80,1761,15.0,4.1,0.2,4.3,-2.6,-0.2,2.2,4.9,0.2,0.8,1.9,4.1,2.6,3.1,0.2,1.7,1.9,3.6,0.5,0.1,2007,0,10,-0.9280646999999999
Antonio McDyess,PF,32,DET,82,1729,18.1,2.8,3.2,6.0,1.5,1.5,3.5,6.6,0.0,0.0,3.5,6.6,1.2,1.7,2.0,4.0,6.0,0.9,0.7,0.8,2007,0,11,9.48387103
Austin Croshere,PF,31,DAL,61,727,10.9,0.1,1.1,1.3,-2.4,-0.1,1.3,3.6,0.4,1.5,0.9,2.1,0.7,0.9,0.5,2.5,3.0,0.7,0.2,0.1,2007,0,10,-9.824251199999999
Baron Davis,PG,27,GSW,63,2221,21.0,4.1,2.3,6.4,3.4,3.1,7.2,16.3,1.3,4.4,5.8,11.9,4.4,5.9,0.8,3.6,4.4,8.1,2.1,0.5,2007,0,8,30.3986305
Ben Gordon,SG,23,CHI,82,2704,18.2,4.7,3.9,8.6,1.4,2.4,7.4,16.3,1.9,4.6,5.5,11.7,4.6,5.4,0.4,2.7,3.1,3.6,0.8,0.2,2007,0,3,25.888236300000003
Ben Wallace,C,32,CHI,77,2697,14.6,1.6,6.6,8.2,5.7,5.2,2.5,5.5,0.0,0.1,2.5,5.4,1.4,3.5,3.9,6.7,10.7,2.4,1.4,2.0,2007,0,11,26.4020352
Beno Udrih,PG,24,SAS,73,948,10.3,-0.3,1.4,1.0,-3.8,-0.4,1.7,4.7,0.5,1.6,1.3,3.1,0.7,0.8,0.2,1.0,1.1,1.7,0.4,0.0,2007,0,3,-9.8715603
Bernard Robinson,SG-SF,26,TOT,31,278,7.6,-0.3,0.4,0.1,-4.1,-0.1,0.6,2.0,0.0,0.1,0.6,1.9,0.7,0.9,0.3,1.2,1.5,0.6,0.5,0.1,2007,0,3,-16.752942
Bo Outlaw,PF,35,ORL,41,460,11.4,0.6,0.6,1.2,1.5,0.4,0.8,1.2,0.0,0.0,0.8,1.2,0.3,0.5,1.1,1.4,2.6,0.4,0.4,0.1,2007,0,14,-12.621032000000001
Bobby Jackson,SG,33,NOK,56,1330,15.1,1.2,1.3,2.5,0.1,0.7,3.6,9.3,1.0,2.9,2.7,6.3,2.3,3.0,0.8,2.4,3.2,2.5,0.9,0.1,2007,0,10,4.43015967
Bobby Jones,SF,23,PHI,44,336,9.4,0.0,0.3,0.3,-4.1,-0.2,1.0,2.1,0.0,0.2,1.0,1.9,0.5,0.9,0.5,0.8,1.3,0.4,0.3,0.0,2007,0,1,-16.322846
Bonzi Wells,SF,30,HOU,28,590,8.9,-1.3,1.2,-0.1,-5.2,-0.5,3.0,7.4,0.0,0.3,3.0,7.1,1.6,2.9,0.9,3.4,4.3,1.1,0.9,0.5,2007,0,9,-5.214340099999999
